,hi-en,hi
9650,taklamakan,तक्लामाकन
9651,pradeep,प्रदीप
9652,jayaprakashdaran,जयप्रकाशदरन
9653,eternal,सनातन
9654,mehandi,मेहँदी
9655,baka,बाका
9656,valora,वेलोरा
9657,score,स्कोर
9658,monett,मोनेट
9659,ispat,इस्पात
9660,jovianne,जोविएन
9661,thorington,थोरिंग्टन
9662,bagoola,बगुला
9663,raya,राया
9664,gwyneth,ग्वेनथ
9665,freedon,फ़्रिडन
9666,saamy,सामी
9667,yogvati,योगवति
9668,captivating,मनोरम
9669,gothaj,गोथज
9670,luthando,लुथेन्डो
9671,sawsan,सौसन
9672,coolag,कुलॅग
9673,hans,हैन्स
9674,andersen,एण्डरसन
9675,dyan,डायएन
9676,khingan,खिंगन
9677,brkr,बरकर
9678,honest,ईमानदार
9679,akshitaa,अक्षिता
9680,tripuri,त्रिपुरी
9681,dildar,दिलदार
9682,kairan,कैरन
9683,vega,वेगा
9684,ranadhabor,रणथंबोर
9685,emerada,एमरेडा
9686,hes,हेस
9687,charlmeyani,चार्लमेयनी
9688,kwena,क्वेना
9689,gyandeep,ज्ञानदीप
9690,aayush,आयुष
9691,asomia,असोम‍िया
9692,valihah,वलीहाह
9693,aanhkh,आँख
9694,himatvali,हिम्मतवाली
9695,larsen,लारसेन
9696,abhilash,अभिलाषा
9697,ahanith,आह्वानित
9698,erd,एरड
9699,intoxication,नशा
9700,ghunghat,घूँघट
9701,valee,वाली
9702,osric,ओसरिक
9703,travis,ट्रॅविस
9704,exupery,एज़्युपेरी
9705,lenor,लेनोर
9706,arpita,अर्पिता
9707,dramand,ड्रमॉन्ड
9708,jangal,जंगल
9709,demu,डेमु
9710,nand,नंद
9711,kishor,किशोर
9712,acheleshwar,अचलेश्वर
9713,soft,सॉफ्टबॉल
9714,polee,पोली
9715,anuraa,अनुरा
9716,ranasinghey,राणासिंघे
9717,jati,जति
9718,adgaov,अदगांव
9719,bujurg,बुज़ुर्ग
9720,gijrey,गिजरे
9721,geynt,गेंट
9722,indium,इंडियम
9723,bebas,बेबस
9724,ijjatdar,इज्ज़तदार
9725,kuran,कुरान
9726,shriranjan,श्रीरंजन
9727,grami,ग्रैमी
9728,sanand,सानन्द
9729,brit,ब्रिट
9730,ameena,अमीना
9731,fridy,फ़्रैडी
9732,navathye,नवाथ्ये
9733,devta,देवता
9734,lokeshwar,लोकेश्वर
9735,dharnowdha,धरनौदा
9736,kimberly,किंबर्लि
9737,sanj,संज
9738,qusay,क़ुसय
9739,gascogne,गैस्कोग्ने
9740,ujesh,उजेश
9741,rencd,रेंचड
9742,sanduri,संदूरी
9743,khare,खरे
9744,mahotsaah,महोत्साह
9745,neeraj,नीरज
9746,promethium,प्रोमीथियम
9747,nail,नेल
9748,sister,बहन
9749,communion,ऐक्य
9750,fall,पतन
9751,jagannath,जगन्नाथ
9752,razzaq,रज़्ज़ाक
9753,agricultural,एग्रीकल्चरल
9754,kalra,कालरा
9755,dalmiya,डाल्मिया
9756,anpat,अनपढ़
9757,mutatakar,मुटाटकर
9758,raysena,रायसेन
9759,tallstoy,टॉलस्टॉय
9760,sekhon,सेखोन
9761,ramya,रम्या
9762,benban,बेनबॉ
9763,haishiyan,हायशियन
9764,revolution,रिवॉल्यूशन
9765,believers,बिलिवर्स
9766,inaam,इनाम
9767,edrinaa,एड्रिना
9768,hocharge,होचार्ज़
9769,bindiyan,बिंदिया
9770,chamkengee,चमकेगी
9771,bardayu,बॉरड्यू
9772,ankj,ऑक्ज़
9773,dohollah,दोहोल्लाह
9774,tama,टामा
9775,thames,थेम्स
9776,liyar,लीयर
9777,bo,बो
9778,phelis,फेलिस
9779,raan,रान
9780,bamaniya,बमनिया
9781,rupindar,रूपिन्दर
9782,murugan,मुरूगन
9783,taisan,टायसॉन
9784,fundrose,फ़ूड्स
9785,jabaan,ज़बान
9786,deerik,डीरिक
9787,shirina,शिरिना
9788,gendharv,गंधर्व
9789,velin,वेलिन
9790,johny,जानी
9791,jenardan,जनार्दन
9792,karolose,करोलोस
9793,malikaah,मलिकाह
9794,sanwar,सन्वर
9795,bhagwanti,भागवंती
9796,sadiqah,सदीकाह
9797,talwarkar,तलवारकर
9798,owais,ऑवेस
9799,shing,शिंग
9800,parvaiz,परवेज़
9801,broadmoor,ब्रॉडमूर
9802,kutch,कच्छ
9803,prisoner,कैदी
9804,asivan,अशिवन
9805,bhaujai,भौजाई
9806,morphy,मॉर्फ़ी
9807,devvrat,देवव्रत
9808,gryta,ग्रीटा
9809,jaayen,जाएँ
9810,bitranjuntaa,बित्रागुंटा
9811,kyushoo,क्यूशू
9812,haseeb,हसीब
9813,worldwide,वर्ल्डवाइड
9814,containment,कैंनटॉनमेंट
9815,koryak,कोर्याक
9816,tapan,तपन
9817,aakib,आकिब
9818,javed,जावेद
9819,dan,डॉ
9820,chemical,केमिकल
9821,kahanee,कहानी
9822,warsaw,वॉर्सा
9823,fedrick,फ़्रेडरीक
9824,chopin,चोपिन
9825,deyrsee,डेर्सी
9826,chaakaree,चाकरी
9827,narubet,नरुबेट
9828,dhulghat,धुलघाट
9829,omaar,ओमार
9830,girij,गिरज
9831,mun,मुन
9832,rizarvayar,रिज़रवायर
9833,bhittai,भिट्टाई
9834,angare,अंगारे
9835,fedela,फेडेला
9836,fero,फ़ेरो
9837,samim,शमीम
9838,florin,फ्लोरीन
9839,muhajir,मुहाजिर
9840,ajij,अज़ीज़
9841,sudesana,सुदेषणा
9842,leta,लेसा
9843,achyut,अच्युत
9844,hansthey,हँसते
9845,kheyltey,खेलते
9846,gundappa,गुंडप्पा
9847,viswanath,विश्वनाथ
9848,naseem,नसीम
9849,spectramaind,स्पेक्ट्रामाइंड
9850,poojita,पूजिता
9851,dominian,डोमिनियन
9852,brookings,ब्रूकिंग्स
9853,kare,करे
9854,sansar,संसार
9855,milt,मिल्ट
9856,thag,ठग
9857,shekhpura,शेखपुरा
9858,simantini,सीमांतिनी
9859,taaran,तारन
9860,wesleyan,वेस्लेयान
9861,yehiam,येहैम
9862,gwendolyn,ग्वेंडोलिन
9863,ontong,ओंटॉन्ग
9864,gotiyr,गॉतियर
9865,cantabrian,केंटांब्रिअन
9866,poornad,पूर्णनाद
9867,muraree,मुरारी
9868,dwizraaj,द्विजराज
9869,muajaa,मुआज़ा
9870,mahindraa,मह‍िंद्रा
9871,vorld,वर्ल्ड
9872,jeeva,जीवा
9873,nootan,नतुन
9874,kaha,कहाँ
9875,rahe,रहे
9876,nirupama,निरूपमा
9877,chhabda,छाबड़ा
9878,soorma,सूरमा
9879,bhopali,भोपाली
9880,talhah,तलहाह
9881,kawala,कावला
9882,vaishampayan,वैशम्पायन
9883,laalkamal,लालकमल
9884,sundar,सुन्दर
9885,bhulom,भुलों
9886,frejiyar,फ्रेजियर
9887,tan,तान
9888,achanak,अचानक
9889,vaageeswari,वागीश्वरी
9890,raageswari,रागेश्वरी
9891,southappatan,साउथएंपटन
9892,akal,अकाल
9893,amritsahar,अमृतसर
9894,radhaha,राधा
9895,indal,इंडल
9896,kimbar,किंबर
9897,chaleesgaon,चालीसगांव
9898,biswaan,बिसवान
9899,indrasena,इंद्रसेना
9900,baakar,बाकर
9901,apalam,अपलम
9902,detvol,देओल
9903,aamleevar,ऑलीवर
9904,kramvel,क्रॉमवेल
9905,karunkloyjey,करुणकलागे
9906,sajeeva,सजीवा
9907,kolista,कोलिस्टा
9908,patangu,पतंग
9909,gundardehi,गुणदरदेही
9910,bhajan,भजन
9911,chaplam,चपलम
9912,demighod,विद्याधर
9913,florida,फ्लोरिडा
9914,joginder,जोगिंदर
9915,provence,प्रोवेंस
9916,manoratha,मनोरथा
9917,karunamayi,करुणामयी
9918,sampoorna,संपूर्ण
9919,resigned,संतोषी
9920,mahima,महिमा
9921,alaknanada,अलकनंदा
9922,dulari,दुलारी
9923,snehahalta,स्नेहलता
9924,set,सेंट
9925,larvijenaik,लॉव्रीजेनैक
9926,bikaneer,बीकानेर
9927,chaarish,चॅरिश
9928,jene,जीने
9929,raah,राह
9930,bhopal,भोपाल
9931,jungsion,जंक्शन
9932,taruna,तरुणा
9933,fishing,फिशिंग
9934,baat,बात
9935,enderson,एण्डरसन
9936,kyumins,क्युमिंस
9937,estro,एस्ट्रो
9938,pardes,परदेस
9939,kanjan,कंजन
9940,arivoli,अरिवोलि
9941,balvant,बलवंत
9942,rajin,राजिन
9943,saaleh,सालेह
9944,prachetas,प्रचेतस
9945,sriprakash,श्रीप्रकाश
9946,passing,पासिंग
9947,shatranj,शतरंज
9948,mohar,मोहरे
9949,khool,खोल
9950,tey,दे
9951,jubaan,ज़ुबान
9952,klloal,कल्लोल
9953,payasvinee,पयस्विनी
9954,guriyaa,गुरइया
9955,kaidee,कैडी
9956,rajmuni,राजमुनि
9957,dalrasar,दलरासर
9958,kanakpriya,कनकप्रिया
9959,raas,रॉस
9960,banjaranan,बंजारन
9961,jiddarbaha,गिद्दरबहा
9962,shua,शुआ
9963,exmouth,एक्समाउथ
9964,kismatwali,किस्मतवाली
9965,samuels,सैमुएल्स
9966,imam,इमाम
9967,shamil,शामिल
9968,zabbar,जब्बार
9969,kamjit,कामजित
9970,mathew,मैथ्यू
9971,sinclear,सिनक्लेयर
9972,insaan,इंसान
9973,nirubajunthur,तिरुवाज़ुन्थूर
9974,kambal,कंवल
9975,naidu,नायडू
9976,konkar,कोनकर
9977,calgary,कैलगरी
9978,destination,मंज़िल
9979,mednipur,मेदनीपुर
9980,eastland,ईस्टलैंड
9981,balwan,बलवान
9982,akhiri,आखिरी
9983,money,मणि
9984,triguni,त्रिगुणी
9985,hira,हीरा
9986,neelabja,नीलाब्जा
9987,lebert,लैबर्ट
9988,caritable,दानी
9989,aral,अरल
9990,pantanal,पेंटानल
9991,matogrossense,मॅटोग्रोसेंस
9992,alaura,एलोरा
9993,sedan,पालकी
9994,dorcas,डॉर्कस
9995,enthusiasm,उत्साह
9996,qanit,क़ानित
9997,amoh,अमोह
9998,sharvin,शर्विन
9999,campbell,कैम्पबेल
10000,ashant,अशांत
10001,evan,इवान
10002,bromo,ब्रोमो
10003,tenaggar,टेनग्गर
10004,gilda,गिल्डा
10005,oadira,ओआदिरा
10006,manoranjan,मनोरंजन
10007,yukta,युक्ता
10008,siena,सिएना
10009,odiya,ओड़िया
10010,samaj,समाज
10011,vajahtullah,वजाहतुल्लाह
10012,vasti,वस्ती
10013,fadiilah,फदीलाह
10014,laajawab,लाजवाब
10015,haansvijak,हॉन्सविज़्क
10016,chiraag,चिराग़
10017,tayrin,टैरिन
10018,liyamnaa,लियाम्ना
10019,manners,मेनर्स
10020,hirwani,हिरवानी
10021,doglas,डग्लस
10022,hondo,होंडो
10023,bachwara,बचवारा
10024,apara,अपरा
10025,bhahwoo,भाउ
10026,banjit,बनजित
10027,servants,सेरवैनटेस
10028,saidaah,सईदाह
10029,guman,गुमन
10030,samsung,सैमसंग
10031,muzeum,म्युज़ियम
10032,dodhar,ढ़ोधर
10033,santoor,संतूर
10034,siju,सिजु
10035,dobhakol,दोभाकोल
10036,pimplekhare,पिंपलखरे
10037,lahari,लहरी
10038,derve,दर्वे
10039,tribune,ट्रिब्यून
10040,gimuta,जिमुता
10041,selenium,सेलेनियम
10042,dheresa,थेरेसा
10043,tolly,डॉली
10044,laksmi,लक्ष्मी
10045,send,सेंट
10046,any,एनी
10047,amchal,आँचल
10048,koka,कोका
10049,indubhav,इन्दुभव
10050,dispaal,दिक्षपाल
10051,suwas,सुवास
10052,mangesh,मंगेश
10053,oklohoma,ओक्लाहोमा
10054,bethel,बेथेल
10055,apostolic,अपोस्टोलिक
10056,srinivas,श्रीनिवास
10057,abbot,महंत
10058,further,आगे
10059,go,बढ़ो
10060,ventricle,निलय
10061,malamaal,मालामाल
10062,simpasan,सिंपसन
10063,iko,इको
10064,athens,एथेन्स
10065,thorarimson,थोरारिंसन
10066,chidava,चिड़ावा
10067,sneyling,स्नेलिंग
10068,ilham,इलहाम
10069,grons,ग्रॉस
10070,venter,वेंटर
10071,jashpur,जशपुर
10072,rakhdiyan,रखड़ियाँ
10073,triksee,ट्रिक्सी
10074,illiyas,इलियास
10075,hawk,हॉक
10076,dhansukh,धनसुख
10077,younde,याउंडे
10078,anjhi,अंझी
10079,lacey,लेसी
10080,tobacco,टोबॅक्को
10081,rut,रूट
10082,jeeyo,जियो
10083,aise,ऐसे
10084,protaketion,प्रोटैक्शन
10085,naichural,नैचुरल
10086,amenitez,अमेनिटीस
10087,maydel,मेडल
10088,divorce,डाइवोर्स
10089,gomer,गोमर
10090,tumucumaque,तुमुकुमाक
